CID,DESCRICAO,TP_NIVEL,RESTRSEXO,DS_CATEGORIA,DS_GRUPO,DS_CAPITULO
O076,Out form NE falh abort compl hemor tard exc,SUBCAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O077,Outr form e NE falh prov abort compl embolia,SUBCAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O078,Outr form e NE falh prov abort outr compl NE,SUBCAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O079,Outr form e NE falha prov aborto s/complic,SUBCAT,3,Falha de tentativa de aborto,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O08,Complic conseq aborto gravidez ectop molar,CAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O080,Inf tr gen org pel cons abort grav ect molar,SUBCAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O081,Hemorr tard excess cons abort grav ect molar,SUBCAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O082,Embolia conseq aborto grav ectopica molar,SUBCAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O083,Choque conseq aborto gravidez ectopica molar,SUBCAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O084,Insuf renal conseq aborto grav ectopic molar,SUBCAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O085,Dist metab conseq aborto grav ectopic molar,SUBCAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O086,Lesao org tec pelv cons abort grav ect molar,SUBCAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O087,Outr compl venosas cons abort grav ect molar,SUBCAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O088,Outr complic conseq aborto grav ectop molar,SUBCAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O089,Complic conseq aborto grav ectopica molar NE,SUBCAT,3,Complic conseq aborto gravidez ectop molar,O00-O08 Gravidez que termina em aborto,"XV. Gravidez, parto e puerpério"
O10,Hipertens pre-exist complic grav parto puerp,CAT,3,Hipertens pre-exist complic grav parto puerp,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O100,Hipertens ess pre-exis comp grav parto puerp,SUBCAT,3,Hipertens pre-exist complic grav parto puerp,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O101,Doen card hiper pre-ex comp grav parto puerp,SUBCAT,3,Hipertens pre-exist complic grav parto puerp,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O102,Doen renal hiper pre-ex comp grav part puerp,SUBCAT,3,Hipertens pre-exist complic grav parto puerp,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O103,Doen card ren hip pre-ex comp grav part puer,SUBCAT,3,Hipertens pre-exist complic grav parto puerp,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O104,Hipertens sec pre-exist comp grav parto puer,SUBCAT,3,Hipertens pre-exist complic grav parto puerp,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O109,Hipertens pre-exist NE compl grav parto puer,SUBCAT,3,Hipertens pre-exist complic grav parto puerp,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O11,Dist hipertens pre-exist proteinuria superp,CAT,3,Dist hipertens pre-exist proteinuria superp,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O12,Edema e proteinuria gestac s/hipertensao,CAT,3,Edema e proteinuria gestac s/hipertensao,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O120,Edema gestacional,SUBCAT,3,Edema e proteinuria gestac s/hipertensao,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O121,Proteinuria gestacional,SUBCAT,3,Edema e proteinuria gestac s/hipertensao,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O122,Edema gestacional c/proteinuria,SUBCAT,3,Edema e proteinuria gestac s/hipertensao,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O13,Hipertensao gestacional s/proteinuria signif,CAT,3,Hipertensao gestacional s/proteinuria signif,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O14,Hipertensao gestacional c/proteinuria signif,CAT,3,Hipertensao gestacional c/proteinuria signif,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O140,Pre-eclampsia moderada,SUBCAT,3,Hipertensao gestacional c/proteinuria signif,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O141,Pre-eclampsia grave,SUBCAT,3,Hipertensao gestacional c/proteinuria signif,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O149,Pre-eclampsia NE,SUBCAT,3,Hipertensao gestacional c/proteinuria signif,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O15,Eclampsia,CAT,3,Eclampsia,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O150,Eclampsia na gravidez,SUBCAT,3,Eclampsia,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O151,Eclampsia no trabalho de parto,SUBCAT,3,Eclampsia,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O152,Eclampsia no puerperio,SUBCAT,3,Eclampsia,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O159,Eclampsia NE quanto ao periodo,SUBCAT,3,Eclampsia,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O16,Hipertensao materna NE,CAT,3,Hipertensao materna NE,"O10-O16 Edema, proteinúria e transtornos hipertensivos na gravidez","XV. Gravidez, parto e puerpério"
O20,Hemorragia do inicio da gravidez,CAT,3,Hemorragia do inicio da gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O200,Ameaca de aborto,SUBCAT,3,Hemorragia do inicio da gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O208,Outr hemorragias do inicio da gravidez,SUBCAT,3,Hemorragia do inicio da gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O209,Hemorragia do inicio da gravidez NE,SUBCAT,3,Hemorragia do inicio da gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O21,Vomitos excessivos na gravidez,CAT,3,Vomitos excessivos na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O210,Hiperemese gravidica leve,SUBCAT,3,Vomitos excessivos na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O211,Hiperemese gravidica c/disturbio metabolico,SUBCAT,3,Vomitos excessivos na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O212,Vomitos tard da gravidez,SUBCAT,3,Vomitos excessivos na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O218,Outr form de vomitos complicando a gravidez,SUBCAT,3,Vomitos excessivos na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O219,Vomitos da gravidez NE,SUBCAT,3,Vomitos excessivos na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O22,Complic venosas na gravidez,CAT,3,Complic venosas na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O220,Varizes dos membros infer na gravidez,SUBCAT,3,Complic venosas na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O221,Varizes genitais na gravidez,SUBCAT,3,Complic venosas na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O222,Tromboflebite superf na gravidez,SUBCAT,3,Complic venosas na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O223,Flebotrombose profunda na gravidez,SUBCAT,3,Complic venosas na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O224,Hemorroidas na gravidez,SUBCAT,3,Complic venosas na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O225,Trombose venosa cerebral na gravidez,SUBCAT,3,Complic venosas na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O228,Outr complic venosas na gravidez,SUBCAT,3,Complic venosas na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O229,Complic venosas na gravidez NE,SUBCAT,3,Complic venosas na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O23,Infecc do trato geniturinario na gravidez,CAT,3,Infecc do trato geniturinario na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O230,Infecc do rim na gravidez,SUBCAT,3,Infecc do trato geniturinario na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O231,Infecc da bexiga na gravidez,SUBCAT,3,Infecc do trato geniturinario na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O232,Infecc da uretra na gravidez,SUBCAT,3,Infecc do trato geniturinario na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O233,Infecc outr partes trato urinario gravidez,SUBCAT,3,Infecc do trato geniturinario na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O234,Infecc NE do trato urinario na gravidez,SUBCAT,3,Infecc do trato geniturinario na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O235,Infecc do trato genital na gravidez,SUBCAT,3,Infecc do trato geniturinario na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O239,Outr infecc e NE trato urinario na gravidez,SUBCAT,3,Infecc do trato geniturinario na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O24,Diabetes mellitus na gravidez,CAT,3,Diabetes mellitus na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O240,Diabetes mellitus pre-exist insulino-depend,SUBCAT,3,Diabetes mellitus na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O241,Diabetes mellitus pre-exist nao-insulino-dep,SUBCAT,3,Diabetes mellitus na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O242,Diabetes mellitus pre-existente rel desnutr,SUBCAT,3,Diabetes mellitus na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O243,Diabetes mellitus pre-existente NE,SUBCAT,3,Diabetes mellitus na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O244,Diabetes mellitus que surge durante gravidez,SUBCAT,3,Diabetes mellitus na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O249,Diabetes mellitus na gravidez NE,SUBCAT,3,Diabetes mellitus na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O25,Desnutric na gravidez,CAT,3,Desnutric na gravidez,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O26,Assist materna outr complic lig predom grav,CAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O260,Ganho excessivo de peso na gravidez,SUBCAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O261,Ganho de peso insuficiente na gravidez,SUBCAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O262,Assist gravidez p/ abortamento habitual,SUBCAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O263,Retencao disp intra-uterino contracept grav,SUBCAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O264,Herpes gestacional,SUBCAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O265,Sindr da hipotensao materna,SUBCAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O266,Transt do figado na gravidez parto puerperio,SUBCAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O267,Subluxacao sinfise gravidez parto puerperio,SUBCAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O268,Outr afeccoes espec ligadas a gravidez,SUBCAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O269,Afeccoes ligadas a gravidez NE,SUBCAT,3,Assist materna outr complic lig predom grav,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O28,Achados anorm rastr antenatal mae,CAT,3,Achados anorm rastr antenatal mae,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O280,Achados hematolog anorm rastr antenatal mae,SUBCAT,3,Achados anorm rastr antenatal mae,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O281,Achados bioquim anorm rastr antenatal mae,SUBCAT,3,Achados anorm rastr antenatal mae,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O282,Achados citolog anorm rastr antenatal mae,SUBCAT,3,Achados anorm rastr antenatal mae,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O283,Achados ultrasson anorm rastr antenatal mae,SUBCAT,3,Achados anorm rastr antenatal mae,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O284,Achados radiolog anorm rastr antenatal mae,SUBCAT,3,Achados anorm rastr antenatal mae,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O285,Achados cromos genet anorm rastr antenat mae,SUBCAT,3,Achados anorm rastr antenatal mae,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O288,Outr achados anorm rastr antenatal da mae,SUBCAT,3,Achados anorm rastr antenatal mae,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
O289,Achados anorm rastr antenatal da mae NE,SUBCAT,3,Achados anorm rastr antenatal mae,O20-O29 Outros transtornos maternos relacionados com a gravidez,"XV. Gravidez, parto e puerpério"
